	AveExpr	Coef.r1v3	Coef.r1v2	Coef.r2vr3	t.r1v3	t.r1v2	t.r2vr3	P.value.r1v3	P.value.r1v2	P.value.r2vr3	Results.r1v3	Results.r1v2	Results.r2vr3	Genes.genes.hgnc_symbol	Genes.genes.ensembl_gene_id	Genes.genes.length
49	0.758367535085238	-0.497446465370547	-0.17389246304705	-0.323554002323497	0	0	0	0.986501667167972	0.999788045103688	0.999731684855706	0	0	0	PLXND1	ENSG00000004399	51462
50	5.45123447482172	0.0497409874335055	0.00791946627240581	0.0418215211610997	0	0	0	1	1	1	0	0	0	AK2	ENSG00000004455	73056
51	8.02042659159156	-0.0885016959950509	0.0059847234723982	-0.0944864194674491	0	0	0	1	1	1	0	0	0	CD38	ENSG00000004468	74957
52	5.15035649404747	0.414917862564632	0.29829753588461	0.116620326680022	0	0	0	1	1	1	0	0	0	FKBP4	ENSG00000004478	10453
53	4.88558294973245	0.166699208466488	0.057598049579215	0.109101158887273	0	0	0	1	1	1	0	0	0	KDM1A	ENSG00000004487	64246
54	7.0104910058597	-0.288635165527784	-0.176519836759234	-0.112115328768549	0	0	0	1	1	1	0	0	0	RBM6	ENSG00000004534	160038
55	2.8434856228813	-0.10404123064576	0.0816741680673418	-0.185715398713102	0	0	0	1	1	1	0	0	0	CAMKK1	ENSG00000004660	34576
56	4.52684829872936	0.289860625817381	0.168368908166366	0.121491717651015	0	0	0	1	1	1	0	0	0	RECQL	ENSG00000004700	32759
57	3.7328245432886	0.0144421059351232	-0.0302381166374897	0.0446802225726128	0	0	0	1	1	1	0	0	0	VPS50	ENSG00000004766	128783
58	-5.56912281493975	0.202804385073648	0.217643415224972	-0.0148390301513244	0	0	0	0.999988188063713	0.999978552749845	0.999999998811801	0	0	0	HSPB6	ENSG00000004776	3513
59	3.33475305372553	-0.105578193202581	-0.0334577696685452	-0.0721204235340354	0	0	0	1	1	1	0	0	0	ARHGAP33	ENSG00000004777	14290
60	4.84182531374304	0.128121060697255	0.0591320124826105	0.0689890482146449	0	0	0	1	1	1	0	0	0	NDUFAB1	ENSG00000004779	15302
61	2.12751303598784	-0.735133330839585	-0.62388478594032	-0.111248544899265	0	0	0	0.841794639515904	0.918891441114547	0.999978780056615	0	0	0	PDK4	ENSG00000004799	13017
62	-5.38874729942193	-0.752252167843559	-0.367898708386693	-0.384353459456866	0	0	0	0.857637371430728	0.996156367521918	0.998985581924477	0	0	0	SLC22A16	ENSG00000004809	51954
63	-0.234719084047601	-0.460524296596849	-0.227150299165241	-0.233373997431608	0	0	0	0.999995598284325	0.999999999692194	0.999999999999875	0	0	0	ZMYND10	ENSG00000004838	4622
65	-2.99323912487699	-0.179018047412579	-0.161375887602099	-0.0176421598104803	0	0	0	0.993216661179229	0.993686741791975	0.999872837008325	0	0	0	ARX	ENSG00000004848	12726
66	3.2032014670622	0.2479591067443	0.131078062333401	0.1168810444109	0	0	0	1	1	1	0	0	0	SLC25A13	ENSG00000004864	201927
67	4.94731387491003	-0.0889652448248439	-0.0712745640617332	-0.0176906807631108	0	0	0	1	1	1	0	0	0	ST7	ENSG00000004866	276938
68	5.47475466896478	0.0144101922677375	-0.000252915153270195	0.0146631074210077	0	0	0	1	1	1	0	0	0	CDC27	ENSG00000004897	71719
69	-0.551987077228995	-0.834406835484141	-0.37474249040522	-0.459664345078921	0	0	0	0.713212942985753	0.979958248692544	0.98550742734624	0	0	0	SLC4A1	ENSG00000004939	19751
70	-6.12411981973317	-0.56410485843083	-0.352715061885221	-0.211389796545609	0	0	0	0.988037922427275	0.999495168070444	0.999998784008801	0	0	0	CALCR	ENSG00000004948	150244
71	3.4808599096491	0.301485930662973	0.119329813184396	0.182156117478577	0	0	0	1	1	1	0	0	0	HCCS	ENSG00000004961	11785
72	4.1786654920558	0.22110613143485	0.0826247098822117	0.138481421552639	0	0	0	1	1	1	0	0	0	DVL2	ENSG00000004975	9175
74	6.32451903347464	-0.181402540070856	0.00779401416377734	-0.189196554234633	0	0	0	1	1	1	0	0	0	UPF1	ENSG00000005007	36271
75	3.93281261658762	0.125787979426113	0.0023427802381164	0.123445199187996	0	0	0	0.999999999999997	1	1	0	0	0	SKAP2	ENSG00000005020	328171
76	7.06256259013201	-0.00909172473560549	0.0341742795522251	-0.0432660042878306	0	0	0	1	1	1	0	0	0	SLC25A5	ENSG00000005022	2974
77	3.91819412535408	0.246845824937278	0.053733257570701	0.193112567366577	0	0	0	1	1	1	0	0	0	MCUB	ENSG00000005059	128510
79	5.04436763470426	0.0599433684719122	0.0411338858268682	0.018809482645044	0	0	0	1	1	1	0	0	0	POLR2J	ENSG00000005075	5794
80	4.16471238754338	0.0995084905184527	0.0766797857618924	0.0228287047565603	0	0	0	1	1	1	0	0	0	DHX33	ENSG00000005100	28065
82	-1.6477681238522	-1.22632283979709	-0.469632433326572	-0.756690406470521	-0.719359295919494	0	0	0.236087093469027	0.946377238317831	0.823175320057716	0	0	0	THSD7A	ENSG00000005108	461833
83	4.47747281259489	0.231289832025411	0.189454087904007	0.0418357441214035	0	0	0	1	1	1	0	0	0	LIG3	ENSG00000005156	29231
84	3.80723533301426	0.0921170775655606	0.0799404607845333	0.0121766167810273	0	0	0	1	1	1	0	0	0	RPAP3	ENSG00000005175	44781
85	2.23733544190422	-0.341776117543691	-0.111241645278421	-0.23053447226527	0	0	0	0.999999999165859	0.999999999999998	1	0	0	0	ACSM3	ENSG00000005187	187338
86	0.457197061010374	0.524177186166902	0.117921890389486	0.406255295777416	0	0	0	0.999996803806288	1	0.999999999834311	0	0	0	REXO5	ENSG00000005189	43236
87	3.79217865877082	0.151707166579995	0.0591921692315056	0.0925149973484896	0	0	0	1	1	1	0	0	0	CIAPIN1	ENSG00000005194	19233
88	5.8080213157326	-0.068208225098461	-0.0147014027436727	-0.0535068223547883	0	0	0	1	1	1	0	0	0	SPPL2B	ENSG00000005206	26480
89	3.9426620571882	0.0447714098783205	-0.015264709071054	0.0600361189493746	0	0	0	1	1	1	0	0	0	FAM214B	ENSG00000005238	12229
90	2.11345684071167	0.00374660616282596	-0.284685388232265	0.288431994395091	0	0	0	0.999999997563256	0.999977573120723	0.999998627370998	0	0	0	COPZ2	ENSG00000005243	11863
91	0.346138591323561	-0.394021344903115	-0.368401735829961	-0.0256196090731537	0	0	0	0.999717844686551	0.999806133017336	0.999999999957238	0	0	0	PRKAR2B	ENSG00000005249	117106
92	5.48874855400183	-0.208215765904865	-0.148753645416539	-0.0594621204883259	0	0	0	1	1	1	0	0	0	MSL3	ENSG00000005302	17613
93	6.00957442157497	-0.0179360624137743	-0.0141633322062189	-0.00377273020755542	0	0	0	1	1	1	0	0	0	CREBBP	ENSG00000005339	155659
94	2.08822032480946	-0.182471916793898	-0.245913561177363	0.0634416443834649	0	0	0	0.999999985431892	0.999999819306831	0.999999999999919	0	0	0	TSPOAP1	ENSG00000005379	27567
95	-0.559582064744692	-0.536345489197394	-0.0769224625539812	-0.459423026643412	0	0	0	0.939208866845583	0.9988075153413	0.981709626926778	0	0	0	MPO	ENSG00000005381	11080
97	3.5239343114718	0.317408313059679	0.140553430323282	0.176854882736397	0	0	0	1	1	1	0	0	0	GCFC2	ENSG00000005436	58985
98	3.31466433169084	0.183853462946641	-0.00432043377279845	0.18817389671944	0	0	0	1	1	1	0	0	0	WDR54	ENSG00000005448	4077
99	3.14076446744797	0.267100082643978	0.0625342035653036	0.204565879078674	0	0	0	1	1	1	0	0	0	CROT	ENSG00000005469	54130
100	-1.05010715245403	-0.706302486488884	-0.383456546247924	-0.32284594024096	0	0	0	0.886032045316872	0.993138788203129	0.999514237614861	0	0	0	ABCB4	ENSG00000005471	78739
101	6.64336076518211	-0.0474410310434958	0.00501871253795905	-0.0524597435814549	0	0	0	1	1	1	0	0	0	KMT2E	ENSG00000005483	174076
102	5.20084613183161	-0.0599275175767717	-0.115532576291999	0.0556050587152273	0	0	0	1	1	1	0	0	0	RHBDD2	ENSG00000005486	46324
103	-4.93257754738515	-1.11554889213023	-0.698584007971096	-0.41696488415913	-0.428893790015389	0	0	0.334070232574779	0.86292383896967	0.994576702498844	0	0	0	SOX8	ENSG00000005513	5209
104	5.48562626851921	0.189960406382765	0.0816320247854909	0.108328381597274	0	0	0	1	1	1	0	0	0	IBTK	ENSG00000005700	77768
105	4.04684313770913	-0.117023521824259	-0.0125162818168949	-0.104507240007364	0	0	0	1	1	1	0	0	0	ZNF195	ENSG00000005801	39961
106	6.65905575543466	-1.10714816698874	-0.438632833899097	-0.668515333089645	-1.82347405970489	0	0	0.0343418763230586	1	0.999999999898515	0	0	0	MYCBP2	ENSG00000005810	284620
107	4.51590825247482	-0.666923134981122	-0.304691905181296	-0.362231229799826	0	0	0	0.999999973719449	1	1	0	0	0	FBXL3	ENSG00000005812	34597
108	5.39781812707262	-0.336559376419918	-0.136371030654542	-0.200188345765375	0	0	0	0.999955311694636	0.999999704915727	0.999999968025026	0	0	0	ITGAL	ENSG00000005844	50909
109	4.10908815607698	-0.0371685524722318	-0.158431302993474	0.121262750521242	0	0	0	1	1	1	0	0	0	PDK2	ENSG00000005882	17415
110	4.77723238094124	-0.0743693931460925	0.00274436256546817	-0.0771137557115606	0	0	0	1	1	1	0	0	0	ITGA3	ENSG00000005884	34513
111	4.65055718252868	-0.00365595161043331	0.0201735269994963	-0.0238294786099296	0	0	0	1	1	1	0	0	0	ZFX	ENSG00000005889	67082
112	6.74275645313964	0.00615980648681802	-0.0748916903687462	0.0810514968555642	0	0	0	1	1	1	0	0	0	LAMP2	ENSG00000005893	43217
113	-1.16516275538564	-0.444312353967598	-0.219349570862796	-0.224962783104802	0	0	0	0.999093493392122	0.999990690124286	0.999999792185473	0	0	0	ITGA2B	ENSG00000005961	17469
115	5.41318384932833	-0.047967781569513	-0.0456326416456854	-0.00233513992382761	0	0	0	1	1	1	0	0	0	GDE1	ENSG00000006007	20430
116	5.79194188081622	-0.248488238635765	-0.044143695982207	-0.204344542653558	0	0	0	1	1	1	0	0	0	REX1BD	ENSG00000006015	3652
117	0.628365384673181	-0.0190980785508806	0.0417412403653087	-0.0608393189161893	0	0	0	1	1	1	0	0	0	CRLF1	ENSG00000006016	35521
118	4.49640594605352	-0.442950072055025	-0.287117422920925	-0.1558326491341	0	0	0	1	1	1	0	0	0	OSBPL7	ENSG00000006025	14462
119	-2.45649119717677	1.52968332297872	1.19749686163181	0.332186461346911	1.90958697398304	0.710587790590059	0	0.0283098293559916	0.238795357412261	0.994208766173355	0	0	0	TMEM98	ENSG00000006042	17196
120	-5.32347705328491	0.258837937499186	-0.342771376604549	0.601609314103735	0	0	0	0.999730769311845	0.998924108314665	0.984421737042257	0	0	0	YBX2	ENSG00000006047	6376
122	4.600128506674	0.0538780079762669	-0.103321334100089	0.157199342076356	0	0	0	1	1	1	0	0	0	MAP3K14	ENSG00000006062	53910
124	-4.99929212032003	0.339444663904986	0.236855564500383	0.102589099404603	0	0	0	0.992554887213291	0.997278235313456	0.999911397481842	0	0	0	CACNG3	ENSG00000006116	106077
125	-1.59062836339168	-0.0878334349536252	0.258306901145273	-0.346140336098898	0	0	0	0.99983340279648	0.997628461204094	0.998062210755617	0	0	0	TMEM132A	ENSG00000006118	12699
126	5.90344962986475	0.31138649574152	0.0973041506448675	0.214082345096653	0	0	0	1	1	1	0	0	0	AP2B1	ENSG00000006125	148367
127	-6.76363483135914	0.672946915407089	0.484724023309155	0.188222892097935	0	0	0	0.949190624884489	0.99453262767472	0.999997362051097	0	0	0	TAC1	ENSG00000006128	8388
128	4.80390092647511	-0.0730216566166861	-0.0282126077061626	-0.0448090489105235	0	0	0	1	1	1	0	0	0	ZNF263	ENSG00000006194	37601
130	5.75763565295411	0.0217969269417377	-0.0573833154234196	0.0791802423651573	0	0	0	1	1	1	0	0	0	SPATA20	ENSG00000006282	12794
132	-0.701380821340882	-0.0994768265351761	0.0044905516442979	-0.103967378179474	0	0	0	0.999999668315886	0.999999992401351	0.999999992687186	0	0	0	TNFRSF12A	ENSG00000006327	3938
133	-6.60655318623862	0.803390670747787	0.697038031781053	0.106352638966734	0	0	0	0.847673342566759	0.940656314871726	0.999999888806668	0	0	0	DLX6	ENSG00000006377	5487
134	3.50093113264407	-0.300745077552348	-0.00529202194763378	-0.295453055604714	0	0	0	0.999999999999585	1	1	0	0	0	MAP3K9	ENSG00000006432	87008
135	4.27594198623622	0.0962881602890251	-0.00117399409287611	0.0974621543819012	0	0	0	1	1	1	0	0	0	RALA	ENSG00000006451	84555
136	-1.20724047097225	0.953686540143105	0.286877342480259	0.666809197662846	0	0	0	0.583298411180827	0.999537937305811	0.952542468484142	0	0	0	BAIAP2L1	ENSG00000006453	109440
137	5.11827126762382	0.00437939683044863	0.0504619859688065	-0.0460825891383578	0	0	0	1	1	1	0	0	0	KDM7A	ENSG00000006459	92237
138	1.2635158903282	0.011382503042477	-0.241945182141571	0.253327685184048	0	0	0	0.999141351119822	0.975711120400207	0.987230920849837	0	0	0	ETV1	ENSG00000006468	100196
139	4.2602305496577	0.358654812697069	0.206833987806883	0.151820824890186	0	0	0	1	1	1	0	0	0	AGK	ENSG00000006530	103966
140	2.74405309588403	-0.214160351990044	-0.0926976742703434	-0.121462677719701	0	0	0	0.999999892219803	0.999999998000972	0.999999999988848	0	0	0	ALDH3B1	ENSG00000006534	20704
141	2.23707882816687	-0.119567075226434	-0.238704519774792	0.119137444548358	0	0	0	0.999999999999998	0.999999999995772	1	0	0	0	TTC22	ENSG00000006555	21611
142	4.09970000140864	0.414311102700436	0.168655384565288	0.245655718135148	0	0	0	1	1	1	0	0	0	PHTF2	ENSG00000006576	158711
144	5.11869540244081	-0.157787166615507	-0.139296755526427	-0.01849041108908	0	0	0	1	1	1	0	0	0	FARP2	ENSG00000006607	138556
146	2.92559083646179	0.0244240926185375	-0.00283711483247462	0.0272612074510121	0	0	0	1	1	1	0	0	0	GGCT	ENSG00000006625	8220
147	4.53261967981376	-0.0164694150522955	0.0208780708199265	-0.037347485872222	0	0	0	1	1	1	0	0	0	DBF4	ENSG00000006634	33337
148	-4.05427449666016	0.516855680892526	0.235644689134519	0.281210991758008	0	0	0	0.990188317127145	0.999870623578447	0.999954956168219	0	0	0	TBXA2R	ENSG00000006638	12368
149	5.99520121828036	-0.124014952028952	-0.0650753900966778	-0.0589395619322746	0	0	0	1	1	1	0	0	0	IFRD1	ENSG00000006652	58130
150	-3.49075170082403	2.41286260752758	1.35444897986911	1.05841362765846	4.71470915343484	1.2010609057627	0.205959556834592	1.47726302154648e-06	0.115079201133391	0.418443006622518	1	0	0	LGALS14	ENSG00000006659	4963
151	3.35011714808646	0.0412045501168952	-0.0341583165407817	0.0753628666576769	0	0	0	1	1	1	0	0	0	COX10	ENSG00000006695	162246
152	-2.38062758797564	1.41915680534269	0.926156840654085	0.49299996468861	1.60667837970527	0	0	0.0543016016698391	0.61196952625603	0.980434154346675	0	0	0	GTF2IRD1	ENSG00000006704	148815
153	5.50221289679021	0.0109577499877238	0.0783712137332673	-0.0674134637455435	0	0	0	1	1	1	0	0	0	PAF1	ENSG00000006712	5525
154	4.67190849001776	0.118625456525494	0.00364036348153984	0.114985093043954	0	0	0	1	1	1	0	0	0	VPS41	ENSG00000006715	209420
155	0.777112708656283	0.273824909651335	-0.183076672176425	0.45690158182776	0	0	0	0.994746783539544	0.998272769350553	0.986595593012837	0	0	0	ARHGAP44	ENSG00000006740	202145
156	5.47274996004999	0.203112280665544	0.12799583406508	0.0751164466004637	0	0	0	1	1	1	0	0	0	ELAC2	ENSG00000006744	26453
157	-1.2275988252251	-1.73697607782646	-1.28122645881728	-0.455749619009175	-2.45870875929436	-0.912357230017466	0	0.00709971252520479	0.180956905632936	0.990139690419196	0	0	0	SCIN	ENSG00000006747	89605
158	-1.72632023706238	-0.465395979570339	-0.992209687204161	0.526813707633822	0	0	0	0.954946342093669	0.509998742489642	0.966985373237163	0	0	0	ARSD	ENSG00000006756	25377
159	3.09148868913929	-0.186461398016176	-0.152697670665318	-0.0337637273508582	0	0	0	1	1	1	0	0	0	PNPLA4	ENSG00000006757	29492
161	4.77314575154519	-0.0349695851541334	-0.00266355803451646	-0.0323060271196169	0	0	0	1	1	1	0	0	0	ADIPOR2	ENSG00000006831	100100
162	-0.31947894095269	-0.00711976071587739	-0.011243179579072	0.00412341886319462	0	0	0	1	1	1	0	0	0	CDKL3	ENSG00000006837	84697
164	-4.41400124471036	-0.62432582636373	-0.290735867763048	-0.333589958600682	0	0	0	0.873852140862342	0.982836033884159	0.990764696856077	0	0	0	PRSS21	ENSG00000007038	9124
165	3.9212914229305	-0.135683920111124	-0.0492839093690476	-0.0864000107420764	0	0	0	1	1	1	0	0	0	MARK4	ENSG00000007047	225996
166	-3.95337416172525	1.29621337478797	0.976274221408515	0.319939153379456	1.42638866650213	0	0	0.0771145017427821	0.545162201620682	0.999826889216078	0	0	0	PROM1	ENSG00000007062	121302
167	4.45377421011551	0.0465181523942766	0.0359521643109773	0.0105659880832993	0	0	0	1	1	1	0	0	0	CCDC124	ENSG00000007080	10976
168	3.28407826240906	-0.339750701360566	-0.204775336732092	-0.134975364628474	0	0	0	0.999999999843871	0.999999999999935	1	0	0	0	CEACAM21	ENSG00000007129	37326
169	6.1310276054316	0.0635343730232352	-0.031007928967739	0.0945423019909741	0	0	0	1	1	1	0	0	0	PAFAH1B1	ENSG00000007168	92405
171	-5.75381287831318	0.0891242864861717	0.244045322077132	-0.15492103559096	0	0	0	0.999992165784685	0.999790511815161	0.999997340340109	0	0	0	DNAH9	ENSG00000007174	371278
172	7.11424516386922	-0.0402415233759275	0.0256158783365761	-0.0658574017125035	0	0	0	1	1	1	0	0	0	KIAA0100	ENSG00000007202	31008
174	-0.591318137696164	-0.248338091896382	-0.346972285627247	0.0986341937308649	0	0	0	0.998098366974622	0.993847911506573	0.999977149605578	0	0	0	GAS7	ENSG00000007237	288000
175	3.77085467819302	-0.236535934743153	-0.0543103034472185	-0.182225631295934	0	0	0	1	1	1	0	0	0	TRAPPC6A	ENSG00000007255	15309
176	-4.36713385351112	-0.127078908389466	0.175326133753786	-0.302405042143252	0	0	0	0.999848224792437	0.999585768603724	0.999502764386067	0	0	0	MATK	ENSG00000007264	24159
178	5.89931124906341	-0.489312189442373	-0.216850323367379	-0.272461866074994	0	0	0	0.99999999999994	1	1	0	0	0	CD79B	ENSG00000007312	3596
179	-1.67197439787822	-0.320840003316663	-0.138864995369067	-0.181975007947596	0	0	0	0.9999879266922	0.999999918281371	0.999999997721797	0	0	0	SCN4A	ENSG00000007314	34364
180	3.0008541876156	-0.322451824948177	-0.303139802000965	-0.0193120229472128	0	0	0	1	1	1	0	0	0	ST7L	ENSG00000007341	97311
181	-4.57069425245134	0.0860425098086415	-0.0523684119498764	0.138410921758518	0	0	0	0.999970877822243	0.999983109838055	0.99999275490421	0	0	0	TKTL1	ENSG00000007350	34555
182	1.62289475770305	-0.551507499947583	-0.29658862451079	-0.254918875436793	0	0	0	0.9999985115151	0.999999999999318	1	0	0	0	PAX6	ENSG00000007372	33182
183	3.90751713217878	-0.0408003855193559	0.0665342249176848	-0.107334610437041	0	0	0	1	1	1	0	0	0	RPUSD1	ENSG00000007376	3423
184	-0.263212760744203	0.150810936366577	0.252675419003998	-0.101864482637421	0	0	0	0.999999996488912	0.999999754871363	0.99999999999582	0	0	0	RHBDF1	ENSG00000007384	18296
185	5.63830729326202	-0.654115944836715	-0.321030247380627	-0.333085697456088	0	0	0	0.999999997564179	1	1	0	0	0	LUC7L	ENSG00000007392	40494
186	0.805899510351809	-0.17047558307724	-0.0559495781467376	-0.114526004930502	0	0	0	0.999999999999963	1	1	0	0	0	CACNA2D2	ENSG00000007402	141631
187	0.379130728113578	-0.484472007449311	-0.310300750225905	-0.174171257223406	0	0	0	0.998871353444568	0.999968266136337	0.99999999492477	0	0	0	BAIAP3	ENSG00000007516	15803
188	4.37202459107818	0.123159485186263	0.0222094795697103	0.100950005616553	0	0	0	1	1	1	0	0	0	TSR3	ENSG00000007520	2638
