genes.hgnc_symbol	genes.ensembl_gene_id	genes.length	logFC	AveExpr	t	P.Value	adj.P.Val
SH2D2A	ENSG00000027869	10605	1.914770547581547	-1.8749589707555063	5.39327039309569	4.822074351008958e-8	6.004085326300029e-5
SCARNA9	ENSG00000254911	352	-1.8231627720008934	0.08771200584473354	-5.369533933837557	5.4714437853781953e-8	6.411888417194377e-5
SDK1	ENSG00000146555	967748	2.461463246686194	-4.0766129949954895	5.259696353826127	9.756483025840092e-8	1.0798258602265907e-4
ANKRD33B	ENSG00000164236	93746	2.3420797119363463	-3.621816243153172	5.126828935621224	1.937266461581996e-7	2.0312748656650803e-4
GAL3ST3	ENSG00000175229	8396	2.1503296846326907	-5.481328719077779	5.10365311351764	2.1801175443501507e-7	2.171615085927185e-4
TRIM31	ENSG00000204616	10193	1.9516035356601322	-3.768917500765594	5.054605039631656	2.794921974809049e-7	2.651449313435518e-4
RND3	ENSG00000115963	70816	2.2148061412342264	2.389100288174694	4.9900431659500235	3.863834288388943e-7	3.498877576967478e-4
SPRR2A	ENSG00000241794	1392	2.0487037813529225	-6.267421541526506	4.925632954871223	5.31846578663509e-7	4.6067163217975766e-4
TFAP2C	ENSG00000087510	9977	2.603996746106685	-3.9448279306837977	4.822892549768238	8.788620360311664e-7	7.295287284088707e-4
ATRNL1	ENSG00000107518	855634	2.309912736986547	-3.6132751108367427	4.738329360231034	1.319744775620769e-6	0.0010475001968312803
IGSF9	ENSG00000085552	18574	1.8295196724995084	-2.3191323614847565	4.730938441068784	1.3670818751939206e-6	0.0010475001968312803
LINC01781	ENSG00000234184	111046	-2.5596027078646917	3.8398910834446127	-4.711734109933325	1.4978396135756744e-6	0.0010758691144250976
SYT3	ENSG00000213023	18574	2.2879915183161246	-5.613373686531938	4.709736163669279	1.5121140048139109e-6	0.0010758691144250976
	ENSG00000267469	814	-2.9527697173370977	-1.851763967477428	-4.669484436556345	1.8291625290561656e-6	0.0012565715828916184
INSRR	ENSG00000027644	19054	1.8196973568662034	-5.328154942100413	4.639167977965638	2.1091718925408146e-6	0.0014006307481066037
	ENSG00000251196	3714	2.1354099978879058	-3.7478157344963585	4.503760438283021	3.946094138483041e-6	0.0025359383040922303
KRT14	ENSG00000186847	4616	2.1774574234888715	-4.00045953350712	4.495709865970139	4.093773605469075e-6	0.002548629930254841
S100A2	ENSG00000196754	6782	1.8613414442624654	-4.79890361010799	4.468378511491233	4.635662579615839e-6	0.0027985354518517197
LMOD1	ENSG00000163431	50132	1.5713091206379184	-2.853083762106331	4.440954107063044	5.2480614750733995e-6	0.0030717636775876543
SLC46A3	ENSG00000139508	18906	-1.7616053863724292	3.0691061740837102	-4.434763833741844	5.39663330567051e-6	0.0030717636775876543
KCNMB2	ENSG00000197584	571497	-2.5125926080611745	-0.14919353886998682	-4.339384051611525	8.262088710283814e-6	0.004572148091285393
GABRG2	ENSG00000113327	162920	2.221537144341019	-2.6904136931702207	4.256578559996711	1.1881350492367026e-5	0.006397304446187456
NETO2	ENSG00000171208	66242	1.692643862830912	1.7848509316436718	4.241634880014698	1.2678298653345106e-5	0.006646764888735295
ASTN1	ENSG00000152092	307671	2.2964617297822016	-4.167758158521686	4.150128113232127	1.8786875037903796e-5	0.009410111927560959
	ENSG00000232124	6797	-1.7248968433952951	-2.8755178079835346	-4.148793527228613	1.8893910104529584e-5	0.009410111927560959
SYCP2L	ENSG00000153157	92489	-1.6878158966929107	-2.8274238864896257	-4.08375130897933	2.4873837453020424e-5	0.01208625828631885
TNFRSF4	ENSG00000186827	2813	-2.119160757831116	0.08988284561931613	-4.070358014392362	2.631072055668827e-5	0.012233468530637774
	ENSG00000250850	5343	-2.084504952770086	-4.920630650858628	-4.069504271873998	2.6404936593586202e-5	0.012233468530637774
RBFOX1	ENSG00000078328	2473538	1.7493590588275527	-6.14796624322469	4.048676621775156	2.880516068935374e-5	0.013042191164847845
RPRM	ENSG00000177519	1424	2.0359210017744505	-1.5417056276023775	4.024738381048063	3.181951578895451e-5	0.014086853189945594
	ENSG00000229196	911	-2.020112792552441	-3.7999182126167566	-3.9511233254565825	4.307632862622311e-5	0.018655796062861236
ABLIM2	ENSG00000163995	193522	1.6464809985810753	-3.1734930208769825	3.8890901551820956	5.539552470077509e-5	0.0234806307040179
PTPRR	ENSG00000153233	282665	1.8299944578760736	-4.154467706809889	3.878002050598729	5.792212612177483e-5	0.024040095762458295
ZP1	ENSG00000149506	8151	1.8062502700494367	-2.5565281905327244	3.8550118023365796	6.351199934622243e-5	0.025754773664571583
STEAP1	ENSG00000164647	10373	1.8493052653043083	-2.53250150809538	3.848961707307931	6.506559288990598e-5	0.025754773664571583
IGF1R	ENSG00000140443	315991	1.6952894306991757	2.2982344068408933	3.845647435078652	6.593180689153452e-5	0.025754773664571583
DEPP1	ENSG00000165507	7828	1.712493463150126	3.6209392830738465	3.8294895152491057	7.031306027453939e-5	0.02693801513056488
C1orf21-DT	ENSG00000271387	951	1.782223502604893	-3.5298039693894627	3.8211094495775484	7.26921816151891e-5	0.027324030983732026
SPTB	ENSG00000070182	133624	1.8590416903680098	-0.16445066783913453	3.8085051527281295	7.641408616128253e-5	0.02819113749083464
LINC00996	ENSG00000242258	14487	-1.7763731355899801	2.216030006490515	-3.7720127702058948	8.822961409040015e-5	0.03195837039834458
MAGI1	ENSG00000151276	685393	2.000496657859472	-2.461708319238397	3.7543551847759273	9.454616780038006e-5	0.03363479919498521
PAX5	ENSG00000196092	200999	-2.34820256226463	1.7383175920971734	-3.74680782903988	9.7373962453313e-5	0.03366056636708724
	ENSG00000271959	3409	1.943426511534261	-3.1202956218984506	3.745170547501159	9.799783401722014e-5	0.03366056636708724
GRIA2	ENSG00000120251	161893	1.978835418871339	-4.817747383521481	3.731547017436026	1.0333689583909454e-4	0.03489284133739731
APOL3	ENSG00000128284	25847	-1.809702086569903	3.3088850470559588	-3.721090408630575	1.076193332630909e-4	0.03573320595445495
S100A4	ENSG00000196154	6523	1.7465700264753647	3.624039879556885	3.6860552969377407	1.2321676308227518e-4	0.04024138285450961
