	AveExpr	Coef	t	P.value	Results	Genes.genes.hgnc_symbol	Genes.genes.ensembl_gene_id	Genes.genes.length
158	-1.72632023706238	-0.721222247150611	0	0.835748179345138	0	ARSD	ENSG00000006756	25377
159	3.09148868913929	-0.169966103701387	0	1	0	PNPLA4	ENSG00000006757	29492
161	4.77314575154519	-0.0193619317903009	0	1	0	ADIPOR2	ENSG00000006831	100100
162	-0.31947894095269	-0.00912491219995926	0	1	0	CDKL3	ENSG00000006837	84697
164	-4.41400124471036	-0.463598274450289	0	0.962974396136397	0	PRSS21	ENSG00000007038	9124
165	3.9212914229305	-0.0935526554805217	0	1	0	MARK4	ENSG00000007047	225996
166	-3.95337416172525	1.14189570218627	0.76354188640492	0.222706355532125	0	PROM1	ENSG00000007062	121302
167	4.45377421011551	0.041394735230158	0	1	0	CCDC124	ENSG00000007080	10976
168	3.28407826240906	-0.273751309645275	0	0.99999999999997	0	CEACAM21	ENSG00000007129	37326
169	6.1310276054316	0.0183082756317932	0	1	0	PAFAH1B1	ENSG00000007168	92405
171	-5.75381287831318	0.163645081909244	0	0.99999362096179	0	DNAH9	ENSG00000007174	371278
172	7.11424516386922	-0.00888109863956732	0	1	0	KIAA0100	ENSG00000007202	31008
174	-0.591318137696164	-0.296303990779837	0	0.998581912558783	0	GAS7	ENSG00000007237	288000
175	3.77085467819302	-0.147927931328195	0	1	0	TRAPPC6A	ENSG00000007255	15309
176	-4.36713385351112	0.018644340165431	0	0.999997595296052	0	MATK	ENSG00000007264	24159
178	5.89931124906341	-0.358997485930227	0	1	0	CD79B	ENSG00000007312	3596
179	-1.67197439787822	-0.232366597830031	0	0.999999901914198	0	SCN4A	ENSG00000007314	34364
180	3.0008541876156	-0.313023396174404	0	1	0	ST7L	ENSG00000007341	97311
181	-4.57069425245134	0.0193093831708735	0	0.999999365968522	0	TKTL1	ENSG00000007350	34555
182	1.62289475770305	-0.426872011154455	0	0.999999999928873	0	PAX6	ENSG00000007372	33182
183	3.90751713217878	0.0114825579358429	0	1	0	RPUSD1	ENSG00000007376	3423
184	-0.263212760744203	0.200350005341586	0	0.999999999155756	0	RHBDF1	ENSG00000007384	18296
185	5.63830729326202	-0.494657415152372	0	1	0	LUC7L	ENSG00000007392	40494
186	0.805899510351809	-0.114831875291924	0	1	0	CACNA2D2	ENSG00000007402	141631
187	0.379130728113578	-0.399693479646226	0	0.99994595836283	0	BAIAP3	ENSG00000007516	15803
188	4.37202459107818	0.0741974667321044	0	1	0	TSR3	ENSG00000007520	2638
189	4.54417157187363	-0.0441409734500784	0	1	0	PIGQ	ENSG00000007541	17114
190	4.30316064620208	-0.093784302228058	0	1	0	CRAMP1	ENSG00000007545	65571
191	-0.718067984752336	0.622760408656849	0	0.985803180963636	0	TEAD3	ENSG00000007866	23482
192	-6.35815235963513	-0.0164072660939398	0	0.999999951796261	0	SELE	ENSG00000007908	42065
193	4.62679368739821	0.0625006869516858	0	1	0	DNAJC11	ENSG00000007923	67756
194	-2.52481181410782	0.289094429095267	0	0.997852015112838	0	FMO3	ENSG00000007933	26918
195	3.61711695011311	-0.32928090700698	0	0.999999983893839	0	MYLIP	ENSG00000007944	19162
196	-3.88550057541389	0.0160451328942353	0	0.999999996870625	0	NOX1	ENSG00000007952	31035
197	3.1618422502699	1.03792035365089	0.312377854090737	0.377425945760419	0	E2F2	ENSG00000007968	24795
198	6.49199676971123	0.00745257323469062	0	1	0	PSMB1	ENSG00000008018	18187
199	-4.80308050801697	0.274720189803364	0	0.999986712855281	0	SYN1	ENSG00000008056	47956
200	4.71343970325456	-0.0329784355913949	0	1	0	JARID2	ENSG00000008083	275973
201	0.920265272519651	0.193370054183499	0	1	0	CDKL5	ENSG00000008086	228046
203	5.0775332799602	-0.0802481301676368	0	1	0	CDK11A	ENSG00000008128	21978
204	5.81137052053728	0.0608909690084758	0	1	0	NADK	ENSG00000008130	29225
207	2.46055595318468	0.133589822077872	0	0.99999999464271	0	DLEC1	ENSG00000008226	84820
208	0.729084352033625	0.956657555063465	0	0.623501842216919	0	CYTH3	ENSG00000008256	110868
209	1.663015168119	0.814060352879058	0	0.926326302896527	0	ADAM22	ENSG00000008277	268746
210	4.51241508086426	-0.0615700325652426	0	0.999999999937082	0	SYPL1	ENSG00000008282	22071
211	5.257013307232	0.0213928914914874	0	1	0	CYB561	ENSG00000008283	14050
212	5.58380444263453	0.0509784928450383	0	1	0	SPAG9	ENSG00000008294	158694
213	3.53922222147216	0.328783714706758	0	0.999986930650804	0	CELSR3	ENSG00000008300	26423
214	2.77355094302663	0.0263601740013195	0	1	0	AASS	ENSG00000008311	79725
216	3.78652878244591	0.0721817995369789	0	1	0	SS18L2	ENSG00000008324	15094
217	3.79438803168041	-0.369170628785508	0	1	0	MPND	ENSG00000008382	16559
218	-1.92546195762816	0.577026379953545	0	0.926521857477303	0	MGST1	ENSG00000008394	262117
219	3.16783909256269	0.0399341036317331	0	0.99999999986524	0	CRY1	ENSG00000008405	102185
220	-1.35433622108261	-0.443426751975074	0	0.994704647813477	0	PGLYRP1	ENSG00000008438	3900
221	-0.562703399558176	-1.02178985891867	-0.110767600091629	0.455917129987319	0	NFIX	ENSG00000008441	103321
222	3.6066476402851	0.487838503566254	0	0.998259037182236	0	ST3GAL1	ENSG00000008513	117092
223	-0.363113275815213	-0.376370864605321	0	0.998305525176856	0	MMP25	ENSG00000008516	14664
224	-1.80173191400919	0.488844861622531	0	0.989388485441825	0	IL32	ENSG00000008517	16895
225	5.9657357597793	-0.162926196878189	0	1	0	PKD1	ENSG00000008710	47190
226	-0.969253084392988	0.0925555249259096	0	1	0	MAPK8IP2	ENSG00000008735	13188
227	5.22893971121377	0.121288819754478	0	1	0	MED24	ENSG00000008838	42118
228	3.82970710154681	0.177653206146369	0	1	0	RHOBTB2	ENSG00000008853	33092
229	5.20743136061797	0.123465533807635	0	1	0	HEATR5B	ENSG00000008869	115989
230	7.92016464320509	-0.368636983184153	0	1	0	SEC62	ENSG00000008952	31738
231	8.93539952707798	-0.240994007879349	0	1	0	RPS20	ENSG00000008988	7256
232	8.78391679014749	-0.196395735492425	0	1	0	CSDE1	ENSG00000009307	41763
233	5.68235776996046	0.144350467151492	0	1	0	UBE3C	ENSG00000009335	130454
234	4.21555848332516	0.0315961440724193	0	1	0	REV3L	ENSG00000009413	184687
235	-1.63432493780904	1.73826327884752	2.90768516162255	0.001881606674371	0	TENM1	ENSG00000009694	587914
237	1.12886830715428	-0.318433560970535	0	1	0	MASP2	ENSG00000009724	20716
239	2.83765544619795	0.0842262833520246	0	1	0	FAM76A	ENSG00000009780	37155
240	4.46947765638693	0.337794585494818	0	0.999991067380161	0	TRAF3IP3	ENSG00000009790	26288
241	3.91651507852018	-0.0894414702349731	0	1	0	POMT2	ENSG00000009830	45927
242	3.91276211196491	0.0747935425818631	0	1	0	VTA1	ENSG00000009844	77523
244	6.08164184339286	0.0721169462557283	0	1	0	BAZ1B	ENSG00000009954	81887
245	5.37961972611459	0.0481805174085919	0	1	0	RANBP9	ENSG00000010017	90337
246	-2.11524333081125	-0.831714220054518	0	0.717074241819113	0	ETV7	ENSG00000010030	33709
247	2.65560560536888	0.557936774992166	0	1	0	SPRTN	ENSG00000010072	17919
248	4.14673558499401	0.499219184163819	0	0.99999999980453	0	METTL13	ENSG00000010165	32363
249	3.51231063488013	0.160491542448272	0	1	0	DYRK4	ENSG00000010219	53094
250	7.06831996592247	0.0287374343742544	0	1	0	ZNF207	ENSG00000010244	31753
251	5.85272429485335	0.0488866331873758	0	1	0	UQCRC1	ENSG00000010256	11974
252	4.02354502308609	-0.0134604949624491	0	1	0	STARD3NL	ENSG00000010270	52425
253	3.79489463875532	0.665729019946287	0	0.883975273511366	0	CD9	ENSG00000010278	38556
255	4.53886929894513	0.107867819398632	0	1	0	NCAPD2	ENSG00000010292	38599
256	4.35785184742499	-0.246167925374898	0	1	0	IFFO1	ENSG00000010295	17112
257	2.35596467754019	-0.379481151399232	0	0.99932993642889	0	GIPR	ENSG00000010310	15501
258	2.20332276675896	-0.0244713739601474	0	1	0	PHF7	ENSG00000010318	12981
259	-0.669570989641398	0.845716170367651	0	0.816925373366193	0	SEMA3G	ENSG00000010319	12068
260	6.29240937324417	-0.181031023493187	0	1	0	NISCH	ENSG00000010322	37950
261	0.197210249259092	-0.431679233543053	0	0.998661254504208	0	STAB1	ENSG00000010327	29157
262	3.51762031661185	0.0948569954856637	0	1	0	FUZ	ENSG00000010361	10510
263	-1.81875427151615	0.290224463250873	0	0.999999992048032	0	SLC6A13	ENSG00000010379	42252
264	7.48624477161809	0.176839747321957	0	1	0	IDS	ENSG00000010404	44108
266	1.95788833077325	0.190347133352152	0	1	0	ZNF200	ENSG00000010539	13896
267	2.20477606781396	-0.742002853369754	0	0.868320529105893	0	CD4	ENSG00000010610	33941
268	1.77646560834727	0.0334293360365785	0	1	0	LRRC23	ENSG00000010626	40672
269	5.96123370252082	-0.148550039481128	0	1	0	BTK	ENSG00000010671	41349
270	0.413932177691129	0.191622902104479	0	0.999999999053832	0	HFE	ENSG00000010704	11062
271	4.73775222641342	-0.218869070204342	0	1	0	SCMH1	ENSG00000010803	214954
272	1.53898023152621	-0.382388131412527	0	0.9993273402528	0	FYN	ENSG00000010810	213120
273	5.05127075561476	-0.226864225114345	0	1	0	HIVEP2	ENSG00000010818	205229
274	-5.56557981632031	0.9031247570904	0	0.670659164362635	0	FMO1	ENSG00000010932	37507
275	5.09464779235751	0.0492762926631656	0	1	0	ELOA	ENSG00000011007	18611
276	4.67008743978767	0.00442498298401883	0	1	0	LYPLA2	ENSG00000011009	4394
277	3.67560062798738	0.0312547967329273	0	1	0	CLCN6	ENSG00000011021	41983
278	-1.59542238938943	-0.523770575277026	0	0.989236099950178	0	MRC2	ENSG00000011028	65927
279	2.93285501243193	-0.234993428349487	0	1	0	NME1-NME2	ENSG00000011052	18154
281	-3.32041885234885	0.150562954934503	0	0.999919330065612	0	TSPAN9	ENSG00000011105	209209
282	4.21427578046934	0.00764546505089925	0	1	0	BTBD7	ENSG00000011114	95542
283	4.30059116720807	-0.085110889469644	0	1	0	APBA3	ENSG00000011132	10920
284	1.66691079835267	0.169690928299735	0	1	0	MKS1	ENSG00000011143	14164
285	2.79763323522298	0.313952952286441	0	1	0	ABHD5	ENSG00000011198	44263
286	-3.13826134847746	-0.793917483538342	0	0.774887874959709	0	ANOS1	ENSG00000011201	203263
287	5.88273567332612	-0.16102551154821	0	1	0	AKAP8L	ENSG00000011243	39091
288	4.45907642946387	-0.0581891504462764	0	1	0	MBTD1	ENSG00000011258	82738
289	4.40325066365357	0.0839122606058718	0	1	0	UTP18	ENSG00000011260	37390
290	5.16301149652362	-0.0586477139363302	0	1	0	RNF216	ENSG00000011275	161649
291	4.97616337490222	0.0360215449121206	0	1	0	TTC19	ENSG00000011295	45231
292	7.21791647171584	0.0980166853222046	0	1	0	PTBP1	ENSG00000011304	15252
293	-2.42818700262396	0.332095863332872	0	0.999999955792504	0	DPF1	ENSG00000011332	18708
295	2.67693376996367	0.00651443391461681	0	1	0	LARS2	ENSG00000011376	166165
296	5.82621063802933	-0.117053401753046	0	1	0	PIK3C2A	ENSG00000011405	130256
297	0.111802065268024	-0.316223429890122	0	0.998709465604215	0	PLAUR	ENSG00000011422	24452
298	1.34831481574669	0.587135024930567	0	0.999689160273239	0	ANLN	ENSG00000011426	63970
299	5.2070926619964	0.0679710450299131	0	1	0	WIZ	ENSG00000011451	29978
300	4.85125710642311	-0.0553552397446895	0	1	0	RABGAP1	ENSG00000011454	164033
301	-2.96395089161813	-0.66096281125305	0	0.893635308136781	0	DCN	ENSG00000011465	42733
302	4.89685878194632	-0.224938577216215	0	1	0	QPCTL	ENSG00000011478	11586
303	5.27504045597946	0.112713585246452	0	1	0	PPP5C	ENSG00000011485	45894
304	3.47792446621987	0.0365700321864195	0	1	0	CEP68	ENSG00000011523	30638
305	5.08547516060895	-0.0408422505680885	0	1	0	MAP4K3	ENSG00000011566	188035
306	-1.28733949340327	0.662957765876394	0	0.992760231690562	0	ZBTB32	ENSG00000011590	12480
307	1.03091651143138	-0.939042367342288	0	0.60338511484608	0	TYROBP	ENSG00000011600	3894
308	1.35270154683593	-0.0625656956716711	0	1	0	LDAF1	ENSG00000011638	22239
309	-3.51496445694779	0.798124214822221	0	0.737382577800005	0	GABRA3	ENSG00000011677	285081
310	2.45633857306996	0.143923848105059	0	1	0	BRCA1	ENSG00000012048	125950
311	5.45449756679846	-0.427654209890924	0	1	0	ERCC1	ENSG00000012061	71494
312	-2.40428088210838	-0.73957403793313	0	0.883212277552883	0	CD22	ENSG00000012124	28100
313	0.673564593109846	0.788969257833474	0	0.980811232050562	0	SEMA3B	ENSG00000012171	9988
314	3.93552739505466	0.330091504437101	0	1	0	MBTPS2	ENSG00000012174	45806
315	2.17421024428007	-0.13744638746258	0	1	0	PRICKLE3	ENSG00000012211	11726
316	1.230744568396	-0.426246818853141	0	0.977543192428157	0	LTF	ENSG00000012223	49589
317	4.18821166465522	-0.100638760620696	0	1	0	EXTL3	ENSG00000012232	155130
319	5.31788708118649	0.037876757713101	0	1	0	ELOVL5	ENSG00000012660	81781
320	5.7854691864308	-0.940474478923934	0	0.649149083304426	0	ALOX5	ENSG00000012779	71943
321	2.16374204810526	-2.18824006633531	-1.97867015604916	0.0241339769656074	0	KDM5D	ENSG00000012817	41074
322	6.80762037176016	-0.0882933189400816	0	1	0	CALCOCO1	ENSG00000012822	19228
323	4.47643016803044	0.0848169276281734	0	1	0	UBR7	ENSG00000012963	21974
324	4.75977638095929	-0.227994182070591	0	1	0	MAP4K5	ENSG00000012983	142625
325	2.7958275596119	1.15251596129028	0.768823508744199	0.221136341482947	0	EHD3	ENSG00000013016	35299
326	5.67841097843576	0.129595362709985	0	1	0	PSMC4	ENSG00000013275	10599
327	5.43004619362912	-0.191325776164414	0	1	0	MAN2B2	ENSG00000013288	48173
329	-1.07527403150676	-0.0825302205022074	0	1	0	CLDN11	ENSG00000013297	35865
330	6.34486966680181	0.126186883260092	0	1	0	SLC25A39	ENSG00000013306	5245
331	6.25599973945466	0.232343923893187	0	1	0	MVP	ENSG00000013364	27645
332	4.22928676658056	-0.29753350299098	0	0.999999990556422	0	NUB1	ENSG00000013374	36677
333	6.33344172347295	0.0656508110528566	0	1	0	PGM3	ENSG00000013375	32786
334	4.09330950020137	-0.0166813303214992	0	1	0	RWDD2A	ENSG00000013392	5578
335	7.48129480912478	-0.19162476173264	0	1	0	CLK1	ENSG00000013441	11682
336	2.82975573251565	0.211957065474858	0	1	0	POLR3B	ENSG00000013503	152450
337	4.56455594832594	-0.314542998004231	0	1	0	ANGEL1	ENSG00000013523	40237
